Datetime,Tweet Id,Text,Username
2022-10-17 09:35:23+00:00,1581941937464311809,@BendenizXWoman @GittiGidiyor 😂😂 Bu gidiş çok farkedilmedi,therogans
2022-10-17 08:59:04+00:00,1581932799463784448,@GittiGidiyor @XiaomiTurkiye,un4given035
2022-10-17 07:33:30+00:00,1581911265743896576,@therogans @GittiGidiyor Gitti gidiyor derken kendilerini kastetti heralde gittiler piyasada yoklar,BendenizXWoman
2022-10-17 06:14:38+00:00,1581891417747558400,@ceftriaks @GittiGidiyor Üzümlü kekim 😂,therogans
2022-10-16 22:18:25+00:00,1581771573718982656,@GittiGidiyor İade odemem yapilmadiiii,kepnek
2022-10-16 22:17:43+00:00,1581771398497722368,@GittiGidiyor 6 ekimde 13.36'da iade odememin yatmasi icin gittigidiyor müşteri temsilcisi tarafindan arandim ve hic bir sekilde tarafima ödeme yapilmadi ivedilikle konunun açığa kavusmasini beklemkteyim!!!!,kepnek
2022-10-16 19:40:47+00:00,1581731902523703296,@therogans @GittiGidiyor GittiGidiyor sektörden çekildi en son temmuz ayında sipariş verilebiliyordu sonrasında tamamen kapandı,ceftriaks
2022-10-16 19:12:34+00:00,1581724801214709761,@alakaysa @GittiGidiyor Bakımda idi galiba 30 eylüle kadar ama hâlâ bir hareketlilik yok,therogans
2022-10-16 19:00:37+00:00,1581721793340899328,@therogans @GittiGidiyor Kapandı diye biliyorum ben,alakaysa
2022-10-16 18:34:32+00:00,1581715229163286529,Bu @GittiGidiyor a ne oldu uygulamasını bulamıyoruz bilen varsa söylesin,therogans
2022-10-13 08:58:51+00:00,1580483192792178689,@GittiGidiyor Gittigidiyora bunu yapan hayat bize neler yapmaz...,ACK_26
2022-10-09 00:52:15+00:00,1578911185012858880,@mcucen @GittiGidiyor Olm ben sana alcam sen db den bakip su slow queryleri cozsene djfjfjfj,mertanir
2022-10-08 23:23:43+00:00,1578888902508572672,"Ürünü de gittigidiyordan almışım. Site kapandığı için geçmiş siparişlere erişemiyorum @GittiGidiyor, rica etsem db'den bakıp söyler misiniz hangi modeli sipariş ettiğimi",mcucen
2022-10-03 15:30:08+00:00,1576957781621772288,@GittiGidiyor Tahminimce Trendyol büyük primler yaparak hepsinin önünü kesti n11 inde hepsi buradanında hatta letgonunda sonu bu şekilde olacak gibi gözüküyor eskilerin en iyisi gitti diyor be hepsi buradaydı trendyol bir açıldı pir açıldı,Berkayakbulak10
2022-09-27 06:53:40+00:00,1574653481981546497,@GittiGidiyor Kapatmak yerine başkasına satmak daha mantıklı değilmiydi?,mansursurucu
2022-09-19 12:13:48+00:00,1571834944585957379,@kulaminnetyok @tcailesosyal @TC_icisleri @tcmeb @tcbestepe @RTErdogan @kademorgtr @tugvaTR @turgev @Ulku_Ocaklari @mttborgtr @TBMMresmi @ibbkadinaile @trt @DigitalAilemiz @diyanetbasin @ciceksepeti @Trendyol @GittiGidiyor @n11com @hepsiburada 🏳️‍🌈,TX789520
2022-09-18 08:59:49+00:00,1571423738188668929,@Arifkocabiyik07 @GittiGidiyor,koray_krkmz
2022-09-17 20:52:56+00:00,1571240811601199112,@NisaNurozaydin @1907medya__ @hepsiburada @GittiGidiyor gibi sizde gideceksiniz @hepsiburada 👋🏻👋🏻👋🏻👋🏻👋🏻,OrcunYldrm
2022-09-17 12:06:14+00:00,1571108263583973377,@shopkert @GittiGidiyor Aykız’ın Sessiz Çığlıklarına Kulak Verir misiniz ? @aybukenazyasasn https://t.co/c10PriAaGn,busecimbusanane
2022-09-07 10:12:26+00:00,1567455744575868928,@GittiGidiyor klima aldım fatura istiyorlar sc kodu yok bende ve müşteri hizmetleri ne bağlanmıyorum . hesabıma da giremiyorum kapanmış siteniz . yardımcı olursanız sevinirim,CanBey86923383
2022-09-07 07:16:43+00:00,1567411525572300802,23.08.2022 tarihinde @instreet’den aldığım 25./27.08.2022 tarihinde teslim edilmesi gereken ürünüm 07.09.2022 tarihine geldiğimiz halde gönderilmedi.Her gün teslim tarihi erteleniyor ve bu konuda hiç bir yardım alamıyoruz. @Trendyol @hepsiburada @GittiGidiyor 😡😡,kaprotection
2022-09-05 18:49:22+00:00,1566861063202783232,Zamanında sağlam gelmesi iyi bir şey fakat ürün nasıl işe yarar mı diye 40-50 yorum okuyorum yarısı zamanında geldi yok paket iyi bize ne amk @hepsiburada @Trendyol @akakce @cimri @GittiGidiyor,tokcelik_bekir
2022-09-05 18:45:55+00:00,1566860193845153809,"Bir ürün alıp değerlendirme kısmına zamanında geldi, sağlam paketleme yazanlar lütfen siz bir şey yazmayın üstüne birde 5 yıldız veriyorsunuz. Ne yapacak ürünü bir hafta sonramı kagolsn kalite lazım, mükemmellik lazım @hepsiburada @n11com @Trendyol @akakce @cimri  @GittiGidiyor",tokcelik_bekir
2022-09-04 21:11:05+00:00,1566534338853879808,🎴Plastiksiz kargo istiyoruz! @Trendyol @hepsiburada @ciceksepeti @GittiGidiyor @Morhipo - Kampanyaya imza ver! https://t.co/HrfS0Dv0Wu @Ch,pembeasiton
2022-09-04 21:01:27+00:00,1566531913560498179,🌲🎴Plastiksiz kargo istiyoruz! @Trendyol @hepsiburada @ciceksepeti @GittiGidiyor @Morhipo - Kampanyaya imza ver! https://t.co/HrfS0Dv0Wu @Ch,pembeasiton
2022-09-04 21:01:09+00:00,1566531838092447748,🌲🎴Plastiksiz kargo istiyoruz! @Trendyol @hepsiburada @ciceksepeti @GittiGidiyor @Morhipo - Kampanyaya imza ver! https://t.co/HrfS0Dv0Wu @Ch,pembeasiton
2022-09-04 21:01:02+00:00,1566531808304533505,🌲🎴Plastiksiz kargo istiyoruz! @Trendyol @hepsiburada @ciceksepeti @GittiGidiyor @Morhipo - Kampanyaya imza ver! https://t.co/HrfS0Dv0Wu @Ch,pembeasiton
