Text,n11
 ve  firmasına ürün almayın sakın bozuk ürünleri sürekli müşterilere sunuyorlar yorumlar hep aynı,n11
  bu saçmalıgın acil olarak düzeltilmesini istiyorum temsilci ve istanbul transfer merkezinden şikayetçiyim,n11
 bekliyorum  bu kadar uzatılacak çözüm aranacak bir konuda değil  niye bu kadar uzatıyorsunuz anlamıyorum ,n11
"den bu yana kullanmıyordum bundan sonra da hiç kullanmamak üzere sanırım üyeliğimi iptal ettiririm 

  ",n11
   bu tweetin üstüne tam olarak  gün geçti ve kimse bu konuda hala bir geri dönüş sağlamadı rezillikten başka bir şey değil  aallloooo yardım edin ,n11
 gelen tabaklar çatlak ,n11
   var yerli ve milli bu çinliler bizi garson olarak görüyorlar hocam,n11
" öncü açık pazaryeri konseptli  platformu  yoğun alışveriş dönemlerinde işlem hızındaki talebi karşılaması için  ihtiyacını oracle exadata xm ile karşılama kararı aldı 
  database grup müdürü
 ",n11
"   neden  ağustosu aplikasyon sayfanızda anmadınız 
 sizin ekibe helal olsun",n11
"siz de  ve  yapacağınız alışverişlerinizde kargo teslimat noktası olarak en yakın lokasyonda bulunan teslimat dolabımızı seçin temassız self servis teslimat kolaylığını yaşayın

      ",n11
 dan bir ürün aldım aldığım ürünü iade etmek istedim hastam olduğu için evden çıkamıyorum i̇ade talep işlemlerimi başlattım kargo firması iadeyi gelip alması gereken tarihten itibaren  gündür ürünümü almadı almıyor bu konuda  dahi sorunumu çözemedi,n11
 kişisel verilerin korunması kanunu ile alakalı bilgi edinmeniz gerekiyoryaptığım alışverişin faturasını istiyorum bana başka bir kişinin adres tc telefon mail adresinin yer aldığı faturanın linkini atıyorsunuz bizlerin bilgilerini kimlerle paylaşıyorsunuz acaba,n11
" gereksiz vergi politikamıza dayanamayıp ülkeyi terk etti 
darısı sizin başınıza   ",n11
bu nasıl bir sorumsuzluk nasıl bir ticaret sitesi  ,n11
"ünlü eticaret sitesi  skandal yüzlerce kişinin verileri ele geçirildi
 
 ",n11
sipariş talebin alındı ne demek değerlendirmeye mi alıyorsunuz  ,n11
 n müşteri hakkını korumuyor tüketici haklarına başvuracam,n11
nedense hep en son incelediğim ürünler indirime giriyor oralardan çok mu saf duruyorum sayın    ,n11
"nde adedini tlden satıyorlar bu buğday siyez değil ve tüketici aldatılıyor  ve tohumculuk kanununa göre bunun satışı yasak olduğu için  gerekli işlemleri yapmalıdır
i̇steyenlere ücretsiz verebilirim ama bizimki  yıllık değil

  ",n11
  getir kuruldugu ilk yillarda dunya gazetesinde sıkıntılı bir surec yasadigina dair ya haber belki de sizin ropartajiniz vardi ve pandemi sureciyle birlikte guclenen ve dunyada bilinen bir girisim basarilarinizin devamini dilerim,n11
hepsini anladım da  tlden başlayıp   tlye kadar çıkan bu android tv box fiyatları nedir yahu çok saçma değil mi onu alacağıma bizzat smart android tvnin kendisini alırım    ,n11
"  tl ye gördüğüm ürün sepetime eklenince  tl oluyor sepetteki indirim ile  tl oluyor neden gördüğüm fiyata alamıyorum güncelleme vs sorunu beni ilgilendirmez gördüğüm fiyat olan  tl ye almak istiyorum 
",n11
 sitenizden kablosuz klavye ve mouse seti sipariş ettimkartımdan ücreti çekildi ve ürün tedarik edilemedi diye mesaj geldi ardından sipariş ürünü kontrol ettim ürün  tl satışa sunuldunasıl olabiliri̇nsanları mi aldatiyorsunuzbiri acil kontrol edip bilgi verebilir mi,n11
     merhaba ben emir talebiniz ile ilgili dm üzerinden iletişime geçilmiştir i̇yi günler dileriz,n11
"  alışverişinizi yapın
 teslimat adresi için size en yakın avmde bulunan easy point noktasını seçin
 sms eposta ile gelen kargo bilginizi kontrol edin
seçtiğiniz noktamıza gelip kargonuzu teslim alın",n11
i̇st aksaraydan başakşehire bir paket kargo nasıl gelemez  sekiz gündür hayretle izliyoruz  ,n11
   merveler derken bi mesaj veriyo olmalı,n11
müşterinin hala haberi yok sonra satıcıya geri dönüyor bu arada müşteri satın aldığı ürünün peşine düşüyor  un canlı desteğine ulaşıyor karşısında bant kaydı gibi bir insan sadece olanı anlatıp duruyor çözüm çözüm yok,n11
 i̇ade için kargo firmanız adreslere gelmiyor,n11
     kargom  için hangi geri dönüş surat kargo,n11
"n burada
 ers style erkek kolej ceket  tl yerine  tl via  ",n11
 çözüm merkezinin çözümünsuzlugu n pişmanlık,n11
 sa arkadaşlar n üzerinden sipariş verdim ürün geldi  kuruş etmiyor beğenmedim iade hakkınız var dediler geri yolladım ürüne de paraya da el koydular hepinizin bilgisi olsun siz  oyuna gelmeyin,n11
      banada ayni masali anlatiyorlar gonderdigim kargoyu dagitici evinemi getirdi ne yapti belli degil papagan gibi ayni laflar bir aydir ticaret ahlagi sifir yerlerde surünuyormusteriye gönderilen kargonun akibeti belli degil kimbilir benim gibi  kac kisiyi magdur ettiler,n11
   acil sorunu çözer mısınız,n11
   hyırlı olsun ,n11
sorun çözmede  gibi ol yani çözeme olaylar hep burdan çözülüyor bende son olarak burda şansını deneyeyim,n11
   chinazilla  could this be your money,n11
        n den aldığım sıfır anakart bu şekilde geliyor ben iade ediyorum çalışmıyor diye yine bana iade geliyor başka bir işlem de yapamıyorum şimdi cimerdir avukattır uğraş zaman kaybı bu nasıl eticaret  ,n11
"halen çözüm üreti̇lmedi̇merkezle görüştümsonuç yok
  ",n11
  dm mesajıma acil cvp verirmisiniz lütfen,n11
"kargom nerede
       ",n11
" detarjan siparişi verdiğinizde mutlaka az tuzlu olanından istemeyi unutmayın  

detarjan diye gönderdikleri detarjan değil bildiğiniz  çuval tuz 

alçaksiniz 

sahtekarsiniz

şrefsi̇zsi̇ni̇z ",n11
 şikayetvar a yazarım herkes görsün bilsin olanı siz parayı kolay mı kazanıyorsunuz bilmiyorum ama ben kolay kazanmıyorum,n11
     umut dünyası be kanka ,n11
           haksız olduğunu bile bile siparişimi dolardaki artış yüzünden göndermeyip ptt kargoya göstermelik giriş yapıp hemen iptal edipsonra da ürün hasar gördü bahanesini sığınan kuzey pazarlamanın yanında olduğu için artık trendyoldan sipariş veremiyorum güvenim yok,n11
"loreal paris elseve komple direnç dökülme karşıtı saç bakım kremi ile daha canlı saçlarınızın dökülmesini en aza indirebilirsiniz
                ",n11
  çalışmayın bunlarla     gündür bir paketi getirmediler ,n11
 neden iptal edilen ürün ücretini ilk önce iade edip sonra iadeyi iptal ediyorsunuz ve aradığında iptalin gerçekleştiğini belirtip oyalıyorsunuz  yılında yapılan işlemin iadesi hala yapılmadıgün içinde iadesi olmazsa bir daha sitenizden alışveriş yapmayacağım,n11
